event,site,white,white_elo,black,black_elo,result,termination,time_control,opening,moves
Rated Bullet game,https://lichess.org/rzhm0tmn,fil77,1401,PierreDaChello,1515,0-1,Normal,60+0,Horwitz Defense,1. d4 e6 2. f3 d6 3. h4 b6 4. g4 Bb7 5. e4 Nd7 6. Bd3 g6 7. Be3 Bg7 8. g5 Ne7 9. f4 O-O 10. Nf3 e5 11. Nbd2 exf4 12. Bxf4 f6 13. c3 fxg5 14. Bxg5 Bf6 15. Qc2 Bxg5 16. Nxg5 Nc6 17. O-O-O Rf6 18. Rh2 Kg7 19. Ne6+ Rxe6 20. e5 dxe5 21. h5 exd4 22. Re1 Rxe1+ 23. Qd1 Rxd1+ 24. Kxd1 Qg5 25. cxd4 Nc5 26. Kc2 Nxd3 27. Kxd3 Qxd2+ 28. Kxd2 Nb4 29. Re2 Nxa2 30. Re7+ Kf6 31. Rxc7 Be4 32. Rxh7 gxh5 33. Rxh5 Kg6 34. Rh6+ Kxh6 35. Ke3 Kg5 36. Kxe4 Re8+ 37. Kd5 Rd8+ 38. Kc6 Rxd4 39. Kb7 Rb4 40. Kxa7 Rxb2 41. Kb7 Nc3 42. Kc7 b5 43. Kb6 Rb1 44. Kc5 b4 45. Kc4 b3 46. Kxc3 b2 47. Kb3 Rg1 48. Kc2 Rg3 49. Kxb2 Kf4 50. Kc2 Ke4 51. Kd2 Kd4 52. Ke2 Ke4 53. Kf2 Ra3 54. Ke2 Ra2+ 55. Ke1 Ke3 56. Kd1 Rh2 57. Ke1 Rh1#
Rated Bullet game,https://lichess.org/mj65f4y8,fil77,1393,ivanbruno,1195,1-0,Time forfeit,60+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. h4 a6 4. e4 h6 5. e5 Nc6 6. f4 Bd7 7. g3 Be7 8. c3 f6 9. Be3 fxe5 10. Bd3 e4 11. Bc2 Na5 12. Nd2 c6 13. Nh3 Qb6 14. g4 Qxb2 15. Rb1 Qxc3 16. Ke2 Nc4 17. Rb3 Qa5 18. Nxc4 dxc4 19. Rb1 O-O-O 20. Bxe4 Nf6 21. Qb3 Qc7 22. Qxc4 Nxe4 23. Rhc1 Ng3+ 24. Kd2
Rated Bullet game,https://lichess.org/shvts5u8,fil77,1399,ivanbruno,1188,0-1,Normal,60+0,Queen's Pawn,1. d4 d6 2. f3 e5 3. e4 exd4 4. Qxd4 Nf6 5. c3 Nc6 6. Qd1 a6 7. Be3 Be7 8. Bd3 Ne5 9. Nd2 Nxd3+ 10. Kf1 Nxb2 11. Qc2 Nc4 12. Ne2 Nxd2+ 13. Bxd2 c5 14. Bg5 Bd7 15. Qd2 Qc7 16. h4 O-O-O 17. Kf2 h6 18. a4 hxg5 19. hxg5 Rxh1 20. Rxh1 Ne8 21. Nc1 Qa5 22. Nb3 Qxa4 23. Qc2 c4 24. Nd4 Qa3 25. Rb1 d5 26. Nb5 Qc5+ 27. Nd4 f6 28. Kg3 fxg5 29. Kh2 Nf6 30. Kg1 Rg8 31. Kf1 Rh8 32. Qd2 Nh5 33. Qe2 Ng3+ 34. Kf2 Nxe2 35. Kxe2 Bf5 36. Rd1 Bxe4 37. fxe4 dxe4 38. Rd2 Bf6 39. Ke1 Bxd4 40. Kd1 Bxc3 41. Kc1 Bxd2+ 42. Kxd2 Qb4+ 43. Ke3 c3 44. Kf2 Qc5+ 45. Kg3 Qe3+ 46. Kg4 Qf4#
Rated Bullet game,https://lichess.org/km2aynp4,fil77,1382,ivanbruno,1209,1-0,Normal,120+0,Queen's Pawn,1. d4 d6 2. f3 e5 3. e4 exd4 4. Qxd4 Nc6 5. Qd1 Nf6 6. Bd3 h6 7. Be3 a6 8. g4 Bd7 9. g5 hxg5 10. Bxg5 Be7 11. f4 Nd4 12. Nf3 Nxf3+ 13. Qxf3 Bg4 14. Qg3 c5 15. Bxf6 Qa5+ 16. c3 Bxf6 17. Qxg4 O-O 18. Qe2 Qb6 19. Na3 Qxb2 20. Qxb2 Bxc3+ 21. Qxc3 f6 22. Nc4
Rated Bullet game,https://lichess.org/kc8qnfhx,fil77,1388,ivanbruno,1202,1-0,Time forfeit,120+0,Queen's Pawn,1. d4 d6 2. f3 h6 3. h4 Nf6 4. g4 d5 5. g5 hxg5 6. Bxg5 c6 7. Bxf6 exf6 8. e4 dxe4 9. fxe4 Qd6 10. c3 Qg3+ 11. Kd2 Bg4 12. Qe1 Bd6 13. Ne2 Qf3 14. Rg1 Qxe4 15. Rxg4 Qxg4 16. Kd1 O-O 17. Nd2 Na6 18. Kc2 Qe6 19. Nb3 Qd5 20. Rd1 c5 21. dxc5 Qf5+ 22. Kc1 Nxc5 23. Nxc5 Qxc5 24. Nd4 Qa5 25. Kb1 Bc5 26. Qd2 Rad8 27. Qf2 Rd6 28. Be2 Rxd4 29. Rxd4 Bxd4 30. Qxd4 Rd8 31. Qe3 Rd1+ 32. Kc2 Qa4+ 33. b3
Rated Bullet game,https://lichess.org/ku2tcecd,fil77,1394,GRABott,1617,0-1,Normal,120+0,Old Benoni Defense,1. d4 c5 2. f3 cxd4 3. Qxd4 Nc6 4. Qd1 Nf6 5. e4 g6 6. Be3 Bg7 7. Bd3 O-O 8. c3 d5 9. Nd2 dxe4 10. fxe4 Bg4 11. Qc2 Ne5 12. Be2 Bxe2 13. Nxe2 Nd3+ 14. Kd1 Ng4 15. Ng3 Nxe3+
Rated Bullet game,https://lichess.org/7bu1xx5t,fil77,1389,mustroll,1365,0-1,Normal,120+0,Queen's Pawn,1. d4 a6 2. f3 b5 3. h4 Bb7 4. g4 Nc6 5. e3 e6 6. c3 b4 7. e4 bxc3 8. Nxc3 Bb4 9. Bd3 Nxd4 10. Bd2 Bxc3 11. Bxc3 Nb5 12. Bxg7 Nf6 13. Bxh8 d5 14. e5 Nd7 15. Bf6 Nxf6 16. exf6 Qxf6 17. Qe2 Nd4 18. Qd2 Nxf3+ 19. Kd1 Nxd2 20. Kxd2 Qf2+ 21. Ne2 c5 22. Raf1 Qxf1 23. Rxf1 c4 24. Nf4 cxd3 25. Kxd3 e5 26. Nh5 e4+ 27. Kd4 O-O-O 28. Nf6 Bc6 29. Nxh7 Bb5 30. Rxf7 a5 31. Nf6 Bc4 32. h5 Bxa2 33. g5 a4 34. g6 a3 35. g7 axb2 36. g8=Q Rxg8 37. Nxg8 b1=Q 38. h6 Qd3+ 39. Ke5 Qc3+ 40. Ke6 Qh8 41. Rf8+ Kc7 42. Ke7 Qh7+ 43. Ke8 d4 44. Rf7+ Bxf7+ 45. Kf8 Qxg8+
Rated Bullet game,https://lichess.org/c29bjxje,fil77,1377,DamarMetesi,1500,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Nc6 3. h4 Bf5 4. g4 Bg6 5. c3 f5 6. Nd2 fxg4 7. fxg4 e6 8. h5 Be4 9. Nxe4 dxe4 10. g5 Bd6 11. Rh3 Nge7 12. Qc2
Rated Bullet game,https://lichess.org/dar2mq1p,fil77,1386,DamarMetesi,1253,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Bf5 3. h4 Nc6 4. g4 Be6 5. e4 dxe4 6. fxe4 Nxd4 7. c3 Nc6 8. Qxd8+ Rxd8 9. Be3 Nf6 10. g5 Ng4 11. Bxa7 Ra8 12. Nd2 f6 13. O-O-O fxg5 14. Bd4 Bd7 15. a3 e5 16. Ndf3 exd4 17. hxg5 Bc5 18. c4 Ne3 19. Re1 Nxf1 20. Rxf1 d3 21. g6 Bxg1 22. Rfxg1 Na5 23. Rxh7 Nb3+ 24. Kb1 d2 25. Ne5
Rated Bullet game,https://lichess.org/7rlmd14o,fil77,1393,Benimacleter,1581,1-0,Normal,120+0,Horwitz Defense,1. d4 e6 2. f3 Nc6 3. h4 Nf6 4. g4 Bb4+ 5. c3 Bd6 6. e4 e5 7. d5 Ne7 8. g5 Nfg8 9. Bd3 c6 10. Be3 cxd5 11. Qc2 dxe4 12. Bxe4 g6 13. h5 f6 14. hxg6 Nxg6 15. Bxg6+ hxg6 16. Qxg6+ Ke7 17. Rxh8 Ke6 18. Rxg8 Qe7 19. Rg7 Qf8 20. Rf7 Qd8 21. Rxf6+ Ke7 22. Rf7+ Ke8 23. Qg8+ Bf8 24. Qxf8#
Rated Bullet game,https://lichess.org/xq6etyq5,fil77,1410,blisak,1271,0-1,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. h4 f5 4. g4 fxg4 5. fxg4 h6 6. g5 Bb4+ 7. c3 Ba5 8. Bf4 hxg5 9. Bxg5 Qd7 10. Nd2 Rh5 11. e4 g6 12. e5 b6 13. Bd3 c5 14. Bxg6+ Kf8 15. Qxh5 Nc6 16. O-O-O cxd4 17. Ne2 dxc3 18. Nxc3 Nd4 19. Bh6+ Ke7 20. Qg5+ Nf6
Rated Bullet game,https://lichess.org/661pc1uc,fil77,1398,tonydeaton,1354,1-0,Time forfeit,120+0,Paleface Attack,1. d4 Nf6 2. f3 e6 3. h4 Be7 4. g4 h6 5. g5 hxg5 6. Bxg5 Nc6 7. Bxf6 Bxf6 8. e4 d6 9. c3 b6 10. Qc2 Bb7 11. Nd2 Qe7 12. O-O-O O-O-O 13. Bc4 d5 14. Qd3 dxc4 15. Nxc4 Bxh4 16. Ne2 Bg5+ 17. Kb1 e5 18. d5 Na5 19. Nxa5 bxa5 20. Qb5 Qd7 21. Qxa5 f5 22. Qxa7 fxe4 23. fxe4 Qb5 24. Nc1 Rhg8 25. Nb3
Rated Bullet game,https://lichess.org/glwk3y91,fil77,1408,naser123456,1500,1-0,Time forfeit,120+0,Paleface Attack,1. d4 Nf6 2. f3
Rated Bullet game,https://lichess.org/ybqs9ia7,fil77,1417,qpDota,1500,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 f6 3. e4 dxe4 4. fxe4 e5 5. d5 Na6 6. c4 Nc5 7. Be3 Nxe4 8. Be2 f5 9. Nd2 Nxd2 10. Qxd2 a5 11. h4 Bb4 12. O-O-O Bxd2+ 13. Bxd2 Nh6 14. Nf3
Rated Bullet game,https://lichess.org/k05d1m5k,fil77,1426,Lumpus,1665,1-0,Time forfeit,120+0,Old Benoni Defense,1. d4 c5 2. f3 cxd4 3. Qxd4 Nc6 4. Qd1 Qb6 5. h4 e6 6. e4 Bc5 7. Nh3 Nf6 8. Bd3 Nh5 9. Nc3 Ng3 10. Rh2 Bg1 11. Na4 Qa5+ 12. Nc3 Bxh2 13. Bd2 Qc7 14. Bf4 e5 15. Nd5 Qb8 16. Bg5 f6 17. Be3 Nh5 18. Qd2 Bg3+ 19. Bf2 Bxf2+ 20. Nxf2 Nf4 21. O-O-O Nxd3+ 22. Nxd3 d6 23. Nc5 dxc5 24. Nc3 Be6 25. Nb5 O-O 26. Nd6 Qc7 27. b3 Rad8 28. Nb5 Rxd2 29. Nxc7 Rxd1+ 30. Kxd1 Rd8+ 31. Kc1 Bf7 32. Nb5 a6 33. Nc3 b5 34. Nd5 Bxd5 35. exd5 Rxd5 36. Kb2 Rd2 37. Ka3 Rxg2 38. Kb2 Nb4 39. Kc1 Rxc2+ 40. Kb1 Rxa2 41. Kc1 Rf2 42. Kd1
Rated Bullet game,https://lichess.org/2ezsqiyu,fil77,1441,dcarballor,1210,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Nc6 3. e4 Nxd4 4. Qxd4 e6 5. c3 Nf6 6. Bg5 c5 7. Qe5 Bd6 8. Bxf6 gxf6 9. Qh5 dxe4 10. fxe4 f5 11. Bd3 f4 12. Nf3 b5 13. Nbd2 c4 14. Bc2 Bb7 15. O-O-O Qa5 16. Kb1 b4 17. e5 Bc5 18. Ne4 bxc3 19. Nxc5 Bxf3 20. Qxf3 O-O 21. Ne4 Qxe5 22. Qd3 a5 23. Qxc4 Rfc8 24. Qb3 cxb2 25. Qa3 a4 26. Rd7 Rc4 27. Qe7 Rxe4 28. Qxf7+ Kh8 29. Bxe4 Qxe4+ 30. Kxb2 Qe2+ 31. Kc3
Rated Bullet game,https://lichess.org/p4pka3at,fil77,1446,A12,1474,0-1,Normal,120+0,English Defense #2,1. d4 b6 2. f3 Bb7 3. e4 g6 4. e5 Bg7 5. f4 e6 6. Nf3 Ne7 7. Bd3 d6 8. Be3 O-O 9. h4 Nd7 10. g4 dxe5 11. fxe5 f5 12. g5 f4 13. Bd2 Nf5 14. Bxf4 Bxf3 15. Qxf3 Nxd4 16. Qd1 Rxf4 17. h5 Nf3+ 18. Ke2 Nxg5 19. hxg6 hxg6 20. Bxg6 Qe7 21. Qd2 Rg4 22. Bh5 Rg2+ 23. Kd1 Rxd2+ 24. Kxd2 Nxe5
Rated Bullet game,https://lichess.org/q2skv8rl,fil77,1435,A12,1485,0-1,Normal,120+0,English Defense #2,1. d4 b6 2. f3 Bb7 3. h4 g6 4. g4 Bg7 5. f4 e6 6. e3 Ne7 7. c3 Bxh1 8. Qc2 Bb7 9. Bd3 d6 10. e4 Nd7 11. Nf3 c5 12. d5 exd5 13. e5 dxe5 14. Nxe5 Nxe5 15. fxe5 Bxe5 16. Bg5 Qd6 17. h5 O-O-O 18. hxg6 hxg6 19. Nd2 Rh1+ 20. Nf1 Bg3+ 21. Kd1 f6 22. Be3 d4 23. Bd2 Bf3+ 24. Kc1 Bf4 25. Kb1 Bxd2 26. Qxd2 g5 27. Kc2 Bg2 28. Qxg2 Rh2 29. Nxh2 Rh8 30. Nf3 Nc6 31. Bf5+ Kc7 32. Re1 Ne5 33. Nxe5 fxe5 34. Qg3 Qd5 35. Rxe5 Rh2+ 36. Kd3 c4#
Rated Bullet game,https://lichess.org/c6141ffz,fil77,1425,MuchDanger,1705,0-1,Normal,120+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. h4 Nf6 4. g4 b6 5. g5 Ng8 6. e4 c6 7. e5 Nd7 8. f4 Bb7 9. Nf3 c5 10. Bd3 c4 11. Be2 Ne7 12. c3 Nf5 13. Rg1 g6 14. Bd2 h6 15. Bc1 hxg5 16. fxg5 Be7 17. Nbd2 a5 18. Nf1 b5 19. Ng3 Nb6 20. Nxf5 exf5 21. Nh2 Bc8 22. h5 gxh5 23. Rh1 Be6 24. Nf1 b4 25. Bd2 Na4 26. Qc2 Nb6 27. Ng3 h4 28. Nh5 Kd7 29. Ng7 Qg8 30. Nxf5 Bxg5 31. O-O-O Bxd2+ 32. Kxd2 Qg5+ 33. Ke1 Bxf5 34. Qd2 Qxd2+ 35. Rxd2 Be6 36. Bf3 Rh6 37. Rdh2 Rah8 38. Rg1 bxc3 39. bxc3 Na4 40. Bg4 Nxc3 41. Bxe6+ Kxe6 42. Rg7 Ne4 43. Rhg2 h3 44. Rh2 f6 45. Ra7 fxe5 46. Rb2 exd4 47. Rbb7 Ke5 48. Re7+ Kf4 49. Rf7+ Ke3 50. Rae7 h2 51. Rf4 h1=Q+ 52. Rf1 Qxf1+ 53. Kxf1 Rh1+ 54. Kg2 R8h2#
Rated Bullet game,https://lichess.org/z4gqlif6,fil77,1421,Lerelliz,1522,0-1,Time forfeit,120+0,Queen's Pawn,1. d4 d6 2. f3 e6 3. h4 g6 4. g4 Bg7 5. g5 Ne7 6. e4 e5 7. c3 exd4 8. cxd4 Nbc6 9. Be3 Bd7 10. Bd3 d5 11. e5 Nf5 12. Bf2 Qe7 13. Bxf5 Bxf5 14. Nc3 Qd7 15. Qd2 O-O-O 16. O-O-O Nb4 17. a3 Nd3+ 18. Kb1 Nxf2+ 19. Kc1 Nxh1 20. Nge2 Nf2 21. Rf1 Nd3+ 22. Kd1 Qc6 23. Ng3 Qb6 24. Nxf5 Nxb2+ 25. Ke2 gxf5 26. Rb1 Nc4 27. Qd3 Qa6 28. a4 h6 29. Rb3 hxg5 30. Qb1 gxh4 31. Nb5 f4 32. Qf5+ Kb8 33. Nxc7 Kxc7 34. Qxf7+ Kc8 35. Qe6+ Kb8 36. Qf7 Nd6+
Rated Bullet game,https://lichess.org/o09vkusf,fil77,1412,H4RDY,1556,1-0,Normal,120+0,Horwitz Defense,1. d4 e6 2. f3 d5 3. e4 f5 4. e5 Nc6 5. f4 g5 6. c3 gxf4 7. Bxf4 b5 8. Nf3 b4 9. Bd3 bxc3 10. Nxc3 Nb4 11. Bb5+ Bd7 12. Qe2 Bxb5 13. Qxb5+ Qd7 14. Qxb4 Kd8 15. Qxf8+ Qe8 16. Qg7 Ne7 17. Qf6 Rf8 18. Qxe6 Nc8 19. Qxd5+ Qd7 20. Qxd7+ Kxd7 21. Ng5 Ke8 22. Nd5 c6 23. Nf6+ Ke7 24. Ngxh7 Rd8 25. Bg5 Ke6 26. Bf4 Rxd4 27. g3 Ne7 28. O-O c5 29. Rac1 c4 30. Rfd1 Rxd1+ 31. Rxd1 Rc8 32. Rd6+ Kf7 33. Ng5+ Kg6 34. Nd5+ Kg7 35. Nxe7 Re8 36. Nxf5+ Kg8 37. Rg6+ Kh8 38. Nf7+ Kh7 39. Rh6+ Kg8 40. N7d6 Rc8
Rated Bullet game,https://lichess.org/ykcx6zkq,fil77,1428,KasparovRF,1430,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Nc6 3. h4 h5 4. g4 g6 5. g5 Bg7 6. e4 e6 7. c3 Nce7 8. e5 Nf5 9. f4 Bd7 10. Qf3 Nge7 11. Ne2 O-O 12. Ng3 Nxg3 13. Qxg3 Nf5 14. Qf3 b6 15. Nd2 c6 16. Be2 c5 17. Nf1 cxd4 18. Bd2 dxc3 19. Bxc3 Rc8 20. Ne3 Ne7 21. Nf1 Be8 22. Ng3 d4 23. Bd2 Kh8 24. Nxh5 Kh7 25. Nf6+ Bxf6 26. gxf6 Ng8 27. h5 Kh8 28. hxg6+ Nh6 29. g7+ Kg8 30. Rxh6
Rated Bullet game,https://lichess.org/d3u8dbdi,KasparovRF,1415,fil77,1440,0-1,Normal,120+0,Scandinavian Defense: Mieses-Kotroc Variation,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Nf3 e6 5. d4 f5 6. Ne5 Bd6 7. Bf4 Nd7 8. Nxd7 Bxd7 9. Bxd6 cxd6 10. Bd3 Bc6 11. O-O Qg5 12. g3 f4 13. g4 Nf6 14. h3 Nxg4 15. hxg4 Qh4 16. f3 Qg3+ 17. Kh1 h5 18. Ne2 hxg4+ 19. Bh7 Rxh7#
Rated Bullet game,https://lichess.org/2nxpu5ku,fil77,1451,KasparovRF,1401,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Nc6 3. h4 Nf6 4. g4 h6 5. g5 hxg5 6. Bxg5 Nh7 7. Bc1 Nf6 8. Bg5 Nh5 9. e4 dxe4 10. fxe4 Nxd4 11. c3 Ne6 12. Qxd8+ Nxd8 13. Bd3 Ne6 14. Be3 Ng3 15. Rh2 g6 16. Nd2 Bh6 17. Bxh6 Rxh6 18. O-O-O g5 19. Ngf3 g4 20. Ne5 f6 21. Nxg4 Rg6 22. e5 Rxg4 23. Rh3 Nf4 24. Bc2 Nxh3 25. Nf3 Nf2 26. Rg1 Ne2+ 27. Kb1 Nxg1 28. exf6 exf6 29. h5 Ne2 30. Bg6+ Ke7 31. Nd2 Rh4 32. a3 Rh1+ 33. Ka2 Ng4 34. h6
Rated Bullet game,https://lichess.org/sutz9mm9,fil77,1460,Lumpus,1391,1-0,Time forfeit,120+0,Old Benoni Defense,1. d4 c5 2. f3 cxd4 3. Qxd4 Nc6 4. Qd1 e6 5. c3 Qb6 6. e4 Bc5 7. Nh3 d5 8. Qe2 dxe4 9. Nd2 exf3 10. Nxf3 Nf6 11. Ne5 Nxe5 12. Qxe5 O-O 13. Ng5 h6 14. Nf3 Bf2+ 15. Kd1 Ng4 16. Qe2 Rd8+ 17. Kc2 e5 18. Bxh6 Bf5+ 19. Kc1 Nxh6 20. Qxe5 Be3+ 21. Qxe3
Rated Bullet game,https://lichess.org/i38khft2,fil77,1469,rastikk,1333,0-1,Time forfeit,120+0,Horwitz Defense,1. d4 e6 2. f3 d6 3. e4 b6 4. c3 Bb7 5. Bd3 a6 6. Be3 f6 7. Nd2 d5 8. e5 Ne7 9. exf6 gxf6 10. f4 Ng6 11. Ngf3 f5 12. h4 Be7 13. h5 Nf8 14. Ng5 h6 15. Ngf3 Nbd7 16. Qc2 Nf6 17. Ne5 N6d7 18. Ng6 Nxg6 19. hxg6 Bh4+ 20. Kd1 Rg8 21. Nf3 Bf6 22. Rxh6 Qe7 23. Rh7 Bg7 24. Ng5 O-O-O 25. Nf7 Rdf8 26. Qe2 Rxf7 27. gxf7 Qxf7 28. Bxa6 Rh8 29. Rxh8+ Bxh8 30. Kd2 Nf6 31. Qb5 Qg7 32. Rh1 Qxg2+ 33. Kc1 Qxh1+ 34. Kc2 Qg2+ 35. Kb3 Qe4 36. Qe2 Ng4 37. Qd2 Qxe3 38. Qxe3 Nxe3 39. Bd3 Ng4 40. Be2 Ne3
Rated Bullet game,https://lichess.org/mzg5kqr2,fil77,1453,Norb,1317,0-1,Normal,120+0,Caro-Kann Defense: Maroczy Variation,1. d4 c6 2. f3 d5 3. e4 b5 4. e5 Ba6 5. c3 e6 6. f4 Be7 7. Nf3 Nh6 8. Bd3 Nf5 9. Nbd2 b4 10. Nb1 Bxd3 11. Qxd3 a5 12. g4 Nh4 13. Be3 Nxf3+ 14. Kf2 Nh4 15. Nd2 Ng6 16. Ke2 Bh4 17. f5 Ne7 18. f6 gxf6 19. exf6 Ng6 20. g5 Rg8 21. Nf3 Bxg5 22. Nxg5 Qxf6 23. Nxh7 Qh4 24. Rag1 Qxh7 25. Bg5 Qh5+ 26. Kd2 Nd7 27. h4 Nb6 28. Bf6 Nc4+ 29. Kc2 Kd7 30. Qg3 Qe2+ 31. Kb1 Qxb2#
Rated Bullet game,https://lichess.org/mr3lnm44,Norb,1336,fil77,1438,1-0,Normal,120+0,Scandinavian Defense,1. e4 d5 2. e5 f6 3. d4 Bf5 4. Nf3 e6 5. Nc3 Be7 6. Bd3 Nc6 7. Bxf5 exf5 8. O-O fxe5 9. dxe5 Nxe5 10. Nxd5 Bd6 11. Qe2 Ne7 12. Nxe7 Qxe7 13. Rd1 O-O-O 14. Bg5 Qf7 15. Bxd8 Kxd8 16. Qb5 Nxf3+ 17. gxf3 Qg6+ 18. Kf1 Kc8 19. Qa4 Bxh2 20. Qd7+ Kb8 21. Qd8+ Rxd8 22. Rxd8#
Rated Bullet game,https://lichess.org/rvqwvd89,fil77,1423,Norb,1353,1-0,Normal,120+0,Queen's Pawn,1. d4 c6 2. f3 d5 3. h4 Nf6 4. g4 Be6 5. g5 Nh5 6. e4 Ng3 7. Rh2 Nxf1 8. Kxf1 Nd7 9. Bf4 Nb6 10. b3 Bc8 11. Nd2 e6 12. Be5 Bd6 13. Bxg7 Bxh2 14. Bxh8 Qd6 15. Be5 Bxe5 16. dxe5 Qxe5 17. Ne2 Bd7 18. f4 Qg7 19. e5 h6 20. Nf3 hxg5 21. Nxg5 f6 22. exf6 Qxf6 23. Rb1 O-O-O 24. Qd4 Qxd4 25. Nxd4 Rh8 26. Ndf3 c5 27. Kf2 d4 28. Rh1 Nd5 29. h5 Nc3 30. a3 Nd1+ 31. Ke2 Nb2 32. h6 b5 33. h7 c4 34. Nf7 cxb3 35. cxb3 d3+ 36. Kd2 Bc6 37. Nxh8 Bxf3 38. Rg1 Be4 39. Ng6 Bxg6 40. Rxg6 Kb7 41. h8=Q Ka6 42. Rxe6+ Ka5 43. Qd8#
Rated Bullet game,https://lichess.org/lq670tp2,Norb,1342,fil77,1432,1-0,Time forfeit,120+0,Queen's Pawn Game: Zukertort Variation,1. d4 d5 2. Nf3 f6 3. e3 c6 4. Bd3 Nd7 5. Nc3 e5 6. dxe5 fxe5 7. e4 d4 8. Ne2 Bd6 9. Bg5 Ngf6 10. Bxf6 Nxf6 11. Qd2 Be6 12. O-O-O O-O 13. b3 Qe7 14. Qg5 Ba3+ 15. Kb1 h6 16. Qh4 Qf7 17. Ng3 a5 18. Nf5 a4 19. Nd6 Bxd6 20. Ng5 Qe7 21. Nxe6 Qxe6 22. g4 axb3 23. cxb3 Bb4 24. g5 hxg5 25. Qxg5 Kf7 26. Rhg1 Rg8 27. Qg6+ Kf8 28. Bc4 Qe7 29. Bxg8 Kxg8 30. Rg2 Qf7 31. Qf5 c5 32. Rdg1 Ne8 33. Qxe5 Bc3 34. Qxc5 Nf6 35. Rxg7+ Qxg7 36. Rxg7+ Kxg7 37. Qg5+ Kf7 38. Qg3 Ke7 39. h4 Nh5 40. Qg5+ Nf6 41. h5 Rf8 42. h6 Rg8 43. Qh4 Rg1+ 44. Kc2
Rated Bullet game,https://lichess.org/fwyd1hcb,fil77,1418,qpDota,1279,0-1,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. h4 Nc6 4. g4 f6 5. e4 Nge7 6. c3 Qd7 7. Bd3 Qd8 8. Be3 Qd7 9. f4 Qd8 10. f5 Qd7 11. g5 exf5 12. exf5 fxg5 13. hxg5 Nxf5 14. Qc2 Nxe3 15. Qe2 Qe7 16. Nf3 g6 17. Nbd2 Ng2+ 18. Kd1 Na5 19. Qxg2 Bd7 20. Ne5 c6 21. Nxg6 Qf7 22. Nxh8 Qg7 23. Re1+ Kd8 24. g6 Qxh8 25. Qg5+ Be7 26. Qxe7+ Kc7 27. Nf3 Re8 28. Ne5 Rxe7 29. Nf7 Rxe1+ 30. Kxe1 Qe8+ 31. Kd2 Qe6 32. Re1 Qf6 33. Ne5 Qf4+ 34. Kc2 Qf2+ 35. Kd1 Qh2 36. gxh7 Qh5+ 37. Re2 Qh1+ 38. Kc2 Qh5 39. Nxd7 Kxd7 40. Rd2 Qh1 41. Rd1 Qh2+
Rated Bullet game,https://lichess.org/8ezp1x8i,fil77,1407,tanha,1631,1/2-1/2,Normal,60+0,Queen's Pawn Game,1. d4 d5 2. f3 Bf5 3. h4 g6 4. g4 Bh6 5. gxf5 Bxc1 6. Qxc1 gxf5 7. e4 fxe4 8. fxe4 dxe4 9. Qe3 f5 10. Nd2 Nf6 11. Nc4 Nc6 12. Ne5 Nxd4 13. O-O-O Ng4 14. Qxd4 Qxd4 15. Rxd4 Nxe5 16. Ne2 Rd8 17. Rxd8+ Kxd8 18. Bh3 e6 19. Rd1+ Ke7 20. Nd4 Rd8 21. Nb5 Rxd1+ 22. Kxd1 f4 23. Nxc7 f3 24. Nb5 e3 25. Nd4 e2+ 26. Nxe2 fxe2+ 27. Kxe2 Kd6 28. Bg2 Ng6 29. Bxb7 Nxh4 30. b4 Ng6 31. c4 Ne5 32. c5+ Kc7 33. c6 Nc4 34. b5 e5 35. Kd3 Nd6 36. a4 Nxb7 37. cxb7 Kxb7 38. Ke4 h5 39. Kxe5 h4 40. Kf4 h3 41. Kg3 h2 42. Kxh2 Kb6 43. Kg3 Ka5 44. Kf3 Kxa4 45. b6 axb6 46. Ke3 b5 47. Kd3 b4 48. Kc2 Ka3 49. Kb1 Kb3 50. Ka1 Ka3 51. Kb1 b3 52. Ka1 b2+ 53. Kb1 Kb4 54. Kxb2
