event,site,white,white_elo,black,black_elo,result,termination,time_control,opening,moves
Rated Bullet game,https://lichess.org/hdjsik76,fil77,1310,bingobouba,1167,1-0,Time forfeit,120+0,Modern Defense,1. d4 g6 2. f3 d6 3. e4 Nf6 4. Bd3 Nc6 5. c3 Bg7 6. Be3 b6 7. Nd2 Bb7 8. Qc2 e6 9. Ne2 d5 10. e5 Nh5 11. g4 f6 12. gxh5 fxe5 13. dxe5 Nxe5 14. Bb5+ c6 15. Ba4 Nc4 16. hxg6 hxg6 17. Nxc4 dxc4 18. Qxg6+ Kd7 19. O-O-O+ Kc7 20. Rd7+ Qxd7 21. Nd4 b5 22. Bc2 c5 23. Nxb5+ Kb6 24. Na3 Bxf3 25. Nxc4+ Kb5 26. Rd1 Bxd1 27. Bxd1 Kxc4 28. Be2+ Kd5 29. Qg5+ Be5 30. Bf4 Qd6 31. Bf3+ Kc4 32. Be2+ Qd3 33. Bxd3+ Kxd3 34. Bxe5 Rhd8 35. Qg3+ Ke4 36. Qf4+ Kd3 37. Qf3+ Kc4 38. b3+ Kb5 39. Qe2+ Kb6 40. a4
Rated Bullet game,https://lichess.org/cx2hy5o1,fil77,1318,bingobouba,1159,1-0,Normal,120+0,Horwitz Defense,1. d4 e6 2. f3 d6 3. e4 c6 4. c3 d5 5. Bd3 dxe4 6. Bxe4 f5 7. Bd3 Bd6 8. Be3 b6 9. Nd2 Bb7 10. Qb3 Qd7 11. g4 Nh6 12. Bxh6 gxh6 13. gxf5 Na6 14. Qc2 exf5 15. Bxf5 Qe7+ 16. Be4 c5 17. O-O-O Bxe4 18. Nxe4 Bf4+ 19. Kb1 cxd4 20. Ne2 O-O 21. Nxd4 Rad8 22. Nf5 Qf6 23. Rxd8 Qxf5 24. Rxf8+ Kxf8 25. Nf2 Nc5 26. Qxf5+ Kg7 27. Qxf4 Na4 28. Rg1+ Kh8 29. Qf8#
Rated Bullet game,https://lichess.org/i1qkb19w,fil77,1324,Grumms,1161,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. h4 Bb4+ 4. c3 Bf8 5. e4 dxe4 6. fxe4 Nc6 7. e5 Be7 8. Nf3 a5 9. Bd3 b6 10. Be3 Ba6 11. Nbd2 Bxd3 12. Nb3 Be4 13. Ng5 Bxg5 14. Bxg5 Qd7 15. Nd2 Bxg2 16. Rg1 h6 17. Rxg2 hxg5 18. Rxg5 Rxh4 19. Qf3 Qe7 20. O-O-O O-O-O 21. Qxc6 Qxg5 22. Kc2 Ne7 23. Qa8+ Kd7 24. Ne4 Qg2+ 25. Kb3 Qxe4 26. Qxe4 Rxe4 27. Rc1 g5 28. Rf1 Rf4 29. Rg1 g4 30. Rg3 Ng6 31. Rg1 Rh8 32. Re1 Rh4 33. Rg1 Rh3 34. Re1 g3 35. Rg1 Rf2 36. Re1 g2 37. Rd1 Rh1 38. Rd3 g1=Q 39. Rg3 Qxg3 40. Ka3 Rhh2 41. Ka4 Rxb2 42. Ka3 Rxa2+ 43. Kb3 Qxc3+ 44. Kxc3 Rh3+ 45. Kc4 b5+ 46. Kxb5 Rb3+ 47. Ka6
Rated Bullet game,https://lichess.org/j5u46cg4,fil77,1331,pavel86,1476,1-0,Normal,120+0,Modern Defense,1. d4 g6 2. f3 Bg7 3. h4 e6 4. e4 d6 5. c3 b6 6. Bd3 Bb7 7. Be3 Nd7 8. Nd2 Ne7 9. Qc2 O-O 10. g4 Kh8 11. f4 Kg8 12. h5 Kh8 13. hxg6 fxg6 14. e5 Kg8 15. O-O-O Nd5 16. Bf2 Nxf4 17. Bg3 Nxd3+ 18. Qxd3 d5 19. Ngf3 c5 20. Nh4 c4 21. Qc2 Rf7 22. Nxg6 hxg6 23. Qxg6 Nf8 24. Qh5 Rc8 25. Bh4 Qe8 26. g5 Rcc7 27. g6 Rfd7 28. Bf6 Bc8 29. Bxg7 Kxg7 30. Qh8+ Kxg6 31. Rdg1+ Kf5 32. Qf6#
Rated Bullet game,https://lichess.org/0ifu5lwj,fil77,1344,zoran,1311,1-0,Time forfeit,120+0,Paleface Attack,1. d4 Nf6 2. f3 e6 3. h4 d5 4. g4 Bd6 5. g5 Nfd7 6. e4 Nc6 7. e5 Be7 8. c3 b6 9. Bd3 Bb7 10. Be3 f6 11. Nd2 fxg5 12. Bxg5 Bxg5 13. hxg5 Qxg5 14. Qe2 O-O-O 15. O-O-O h6 16. Nh3 Qe7 17. a4 Na5 18. Bb5 Nb8 19. b4 a6 20. Bd3 Nac6 21. b5 axb5 22. axb5 Na7 23. c4 Qa3+ 24. Kb1 c6 25. Nf1 cxb5 26. Qb2 Qxb2+ 27. Kxb2 bxc4 28. Bc2 Nac6 29. Kc1 b5 30. Kd2 b4 31. Ba4 Nxd4 32. Ke3 Nf5+ 33. Kf2 Rdf8 34. f4 Bc6 35. Ne3 Bxa4 36. Nxf5 Rxf5 37. Ra1 Bc6 38. Ra5 g5 39. Rc5 gxf4 40. Ra1 Kc7 41. Ra7+ Kb6 42. Rca5 Bb7 43. Ra4 Nc6 44. Rxb7+ Kxb7 45. Ra2 b3 46. Rb2 Ra8 47. Rb1 Ra2+ 48. Ke1 b2 49. Kd2 c3+ 50. Kc2
Rated Bullet game,https://lichess.org/k1el49me,fil77,1355,6foot3,1324,1-0,Time forfeit,120+0,Caro-Kann Defense: Maroczy Variation,1. d4 c6 2. f3 d5 3. e4 dxe4 4. fxe4 Qc7 5. c3 Nf6 6. Be3 Nxe4 7. Bd3 Nf6 8. Qc2 Bg4 9. Nf3 e6 10. Nbd2 Nd5 11. Bf2 Bd6 12. h3 Bxf3 13. Nxf3 Bg3 14. O-O-O Bxf2 15. Qxf2 a6 16. Ne5 O-O 17. Qh4 g6 18. g4 Nd7 19. Nxg6 fxg6 20. Qh6 Nf4 21. Be4 Nf6 22. Bc2 Ne2+ 23. Kb1
Rated Bullet game,https://lichess.org/ntecua5t,fil77,1365,6foot3,1309,1-0,Time forfeit,120+0,Queen's Pawn,1. d4 c6 2. f3 d5 3. h4 Bf5 4. g4 Bg6 5. h5 Be4 6. fxe4 dxe4 7. e3 Qc7 8. Nc3 Qg3+ 9. Kd2 Qg2+ 10. Bxg2 Nf6 11. Nxe4 Nd5 12. c3 e6 13. Qf3 h6 14. Kc2 Nd7 15. Bd2 N7b6 16. Qg3 Nc4 17. Be1 Ncxe3+ 18. Kb1 Nc4 19. b3 Na3+ 20. Kb2 Nb5 21. c4 Ba3+ 22. Kc2 Nxd4+ 23. Kd1 Ne7 24. Nd6+ Kf8 25. c5 Bxc5 26. Bf2
Rated Bullet game,https://lichess.org/p7nlg8uj,fil77,1375,Loc-man,1481,0-1,Time forfeit,120+0,Modern Defense,1. d4 g6 2. f3 Bg7 3. e4 b6 4. c3 Bb7 5. Bd3 Nc6 6. Be3 e6 7. Nd2 d5 8. e5 f6 9. f4 fxe5 10. fxe5 Nge7 11. Ngf3 Nf5 12. Bf2 Nfe7 13. g4 Qd7 14. Qc2 O-O-O 15. Be2 Bh6 16. b4 Bxd2+ 17. Qxd2 Rhf8 18. b5 Nb8 19. a4 Rf7 20. a5 Rdf8 21. axb6 cxb6 22. c4 Rxf3 23. Bxf3 Rxf3 24. Qe2 dxc4 25. O-O-O c3 26. Rdf1 Rf4 27. Bg3 Re4 28. Qc4+ Kd8 29. Qxc3 Nd5 30. Qc2 Nb4 31. Qb3 Rxd4 32. Kb2 Bxh1 33. Rxh1 Nd3+ 34. Ka2 Qd5 35. Qxd5+ exd5 36. Rd1 Ra4+ 37. Kb3 Nc5+ 38. Kb2 Rb4+ 39. Ka3 Re4 40. Rxd5+ Ke7 41. e6 Re3+ 42. Kb2 Nxe6 43. Bxb8 Re2+ 44. Kc3 Nc5 45. Kc4 Na4 46. Bxa7 Nb2+ 47. Kc3 Na4+ 48. Kb3 Nc5+ 49. Kc3 Nd7
Rated Bullet game,https://lichess.org/nkhijfce,fil77,1367,dashnic82,1473,1-0,Normal,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Nc6 3. c3 b6 4. e4 Nf6 5. e5 Nd7 6. f4 e6 7. Nf3 Na5 8. Bd3 Bb7 9. Be3 Nc6 10. Nbd2 a5 11. Qc2 Ba6 12. Bxa6 Rxa6 13. O-O-O g6 14. g4 h5 15. gxh5 Rxh5 16. Rdg1 Rh3 17. Ng5 Be7 18. Nxh3 Bh4 19. Ng5 f6 20. Nxe6 Qe7 21. Nxc7+ Kd8 22. Nxa6 Qe6 23. Qxg6 Qh3 24. Qg8+ Ke7 25. Rg7#
Rated Bullet game,https://lichess.org/gd4mta16,fil77,1379,dashnic82,1377,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Be6 3. e4 c6 4. e5 Na6 5. f4 Bf5 6. Nf3 e6 7. Bd3 Nb4 8. Bxf5 exf5 9. c3 Na6 10. Qc2 g6 11. Be3 f6 12. Nbd2 fxe5 13. fxe5 Ne7 14. Bg5 Qd7 15. O-O-O h6 16. Bf6 Rh7 17. Nh4 Rf7 18. Nxg6 Nxg6 19. h4 Nf4 20. Rdf1 Ne2+ 21. Kb1 Be7 22. Rxf5 Bxf6 23. Rxf6 Rxf6 24. exf6 Ng3 25. Qg6+ Kd8 26. Qxg3 Kc8 27. Qg8+ Kc7 28. Qxa8
Rated Bullet game,https://lichess.org/s40ra059,fil77,1390,eacg-adrianrealg,1341,1-0,Time forfeit,120+0,Paleface Attack,1. d4 Nf6 2. f3 e6 3. e4 Nxe4 4. fxe4 Bb4+ 5. c3 Bxc3+ 6. Nxc3 Qh4+ 7. g3 Qg5 8. Bxg5 f6 9. Be3 g5 10. Bd3 f5 11. Qd2 fxe4 12. Nxe4 d5 13. Nf6+ Ke7 14. Bxg5 Rg8 15. Qb4+ c5 16. Qxc5+
Rated Bullet game,https://lichess.org/hm7uat3q,fil77,1398,saaim,959,1-0,Time forfeit,120+0,Horwitz Defense,1. d4 e6 2. f3 d6 3. e4 Bd7 4. c3 Be7 5. Be3 Nc6 6. Bd3 Nf6 7. Qc2 O-O 8. Nd2 Nh5 9. O-O-O e5 10. d5 Na5 11. g4 c6 12. gxh5 cxd5 13. Ne2 dxe4 14. Bxe4 Be6 15. Bxh7+ Kh8 16. h6 Bxa2 17. hxg7+ Kxg7 18. Rdg1+ Kh8 19. Bh6 Nb3+ 20. Kd1 Na1 21. Qc1 Bb3+ 22. Ke1 Nc2+ 23. Kf1 Bh4 24. Nxb3 Ne3+ 25. Qxe3 Kxh7 26. Rg4 Rg8 27. Rhg1 Rxg4 28. Rxg4 Qb6 29. Rg7+ Kh8 30. Qxb6 axb6 31. Rg4
Rated Bullet game,https://lichess.org/im7i2ukw,fil77,1400,saaim,946,1-0,Time forfeit,120+0,Horwitz Defense,1. d4 e6 2. f3 Be7 3. h4 Nf6 4. g4 d6 5. g5 Nfd7 6. f4 c6 7. e4 O-O 8. Nf3 b5 9. Bd3 a5 10. Be3 c5 11. Nbd2 cxd4 12. Bxd4 e5 13. fxe5 dxe5 14. Nxe5 Nxe5 15. Bxe5 Bxg5 16. hxg5 Qxg5 17. Nf3 Qd8 18. Qd2 f6 19. Bf4 Bg4 20. Qe2 f5 21. e5 Nc6 22. O-O-O Nd4 23. Qe3 Bxf3 24. Bh6 Bxh1 25. Rxh1 f4 26. Qxf4 Rxf4 27. b3 Qc8 28. Bxf4 Qg4 29. Bxh7+ Kf8 30. Rf1 Qg2 31. Bd3 Nxc2 32. Bd2+
Rated Bullet game,https://lichess.org/nxr6ohlk,fil77,1402,ivanbruno,1178,0-1,Time forfeit,120+0,Old Benoni Defense,1. d4 c5 2. f3 cxd4 3. Qxd4 Nc6 4. Qd1 e5 5. c3 d6 6. e4 a6 7. Be3 Bd7 8. Bd3 Nf6 9. Nd2 h6 10. Qc2 Nd4 11. Bxd4 exd4 12. g4 dxc3 13. Qxc3 Bc6 14. h4 Qd7 15. O-O-O Rc8 16. g5 Ba4 17. Rf1 Rxc3+ 18. bxc3 Ng4 19. fxg4 Qxg4 20. Be2 Qd7 21. Nc4 Qc6 22. Bd3 hxg5 23. h5 Qb5 24. Nb2 Qe5 25. Nxa4 Be7 26. Kc2 Qg3 27. Ne2 Qe5 28. Nb6 Qa5 29. Nc4 Qxa2+ 30. Kd1 Qa1+ 31. Kd2 Qa4 32. Ke3 Qc6 33. Nc1 d5 34. exd5 Qxd5 35. Ne2 Bc5+ 36. Kd2 O-O 37. h6 Re8 38. hxg7 Qg2
Rated Bullet game,https://lichess.org/pgoz65w5,fil77,1384,BORIS29,1476,1-0,Normal,120+0,Paleface Attack,1. d4 Nf6 2. f3 d5 3. h4 c6 4. g4 Bd7 5. g5 Ng8 6. e4 dxe4 7. fxe4 h6 8. Nf3 hxg5 9. Bxg5 f6 10. Be3 Nh6 11. c3 Bg4 12. Be2 Nd7 13. Nbd2 Qc7 14. Bxh6 gxh6 15. Rg1 h5 16. Nh2 O-O-O 17. Nxg4 hxg4 18. Bxg4 Kb8 19. Qe2 e5 20. d5 cxd5 21. exd5 Nc5 22. O-O-O Qa5 23. Kb1 Bg7 24. Bf3 Rxh4 25. Rxg7 Ra4 26. a3 Qb6 27. Ne4 Rxa3 28. Nxc5 Qxc5 29. bxa3 Qxa3 30. Qb2 Qc5 31. Qb4 Qc8 32. d6 Rxd6 33. Rxd6 Qf5+ 34. Kb2 Qxf3 35. Rd8#
Rated Bullet game,https://lichess.org/7le35ax7,fil77,1398,H4RDY,1446,0-1,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. h4 f5 4. g4 Nf6 5. g5 Nfd7 6. f4 h6 7. e3 hxg5 8. Nf3 Be7 9. fxg5 Bxg5 10. Ne5 Bxh4+ 11. Kd2 Be1+ 12. Qxe1 Rxh1 13. Qg3 Nxe5 14. dxe5 Rxf1 15. Qg6+ Kd7 16. Nc3 Qe7 17. Kd3 Nc6 18. Qg2 Nxe5+ 19. Ke2 Qh4 20. Qxf1 Qh2+ 21. Qf2 Qh5+ 22. Kd2 Nf3+ 23. Kd3 b6 24. Bd2 Ba6+ 25. Nb5 Bxb5+ 26. Kc3 Qh8 27. Qxf3 g6+ 28. Kb3 Bc4+ 29. Ka3 Qf8+ 30. b4 a5 31. c3 axb4+ 32. Kb2 bxc3+ 33. Bxc3 Qa3+ 34. Kc2 Qa4+ 35. Kd2 Bxa2 36. Qd1 Qb5 37. Qc2 Bb3 38. Qb2 Rxa1 39. Qxa1 Bc4 40. Qb2 Qxb2+ 41. Bxb2 b5 42. Kc3 c5 43. Kc2 b4 44. Kc1 d4 45. Kb1 dxe3 46. Kc2 e2 47. Kd2 b3 48. Bc3 g5 49. Ke3 g4 50. Kf2 g3+ 51. Kxg3 e1=Q+ 52. Kf4 Qf1+ 53. Kg5 Qg1+
Rated Bullet game,https://lichess.org/wmydnhir,fil77,1388,BORIS29,1459,0-1,Normal,120+0,Paleface Attack,1. d4 Nf6 2. f3 d5 3. h4 c6 4. g4 Bd7 5. g5 Nh5 6. e4 dxe4 7. fxe4 g6 8. Be2 Na6 9. Bxh5 gxh5 10. Qxh5 Qc7 11. Be3 Qg3+ 12. Kd2 Qg2+ 13. Ne2 Qxh1 14. c3 Qxe4 15. Na3 O-O-O 16. Nc4 Nc5 17. dxc5 Bg4+
Rated Bullet game,https://lichess.org/uuwmj40d,fil77,1379,AV30,1531,1-0,Time forfeit,120+0,Caro-Kann Defense: Maroczy Variation,1. d4 c6 2. f3 d5 3. e4 e6 4. e5 Ne7 5. f4 Ng6 6. Nf3 Be7 7. Bd3 O-O 8. Be3 f6 9. c3 fxe5 10. fxe5 Nd7 11. Bxg6 hxg6 12. h4 Nb6 13. Nbd2
Rated Bullet game,https://lichess.org/vcx587ki,fil77,1394,SheldonRampton,1065,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 Nf6 3. h4 e6 4. g4 Be7 5. g5 Nfd7 6. e4 Nb6 7. e5 O-O 8. f4 g6 9. Bd3 c5 10. Be3 c4 11. Bxg6 fxg6 12. h5 Qe8 13. hxg6 Qxg6 14. c3 Bd7 15. Nd2 Bc6 16. Ndf3 N8d7 17. Nh4 Qg7 18. g6 hxg6 19. Ngf3 Bxh4+ 20. Rxh4 Kf7 21. Ng5+ Ke7 22. Qg4 Rf5 23. Rh7 Rg8 24. Rxg7+ Rxg7 25. O-O-O Nc8 26. Rh1 Kd8 27. Nh7
Rated Bullet game,https://lichess.org/dcqx5mls,fil77,1397,s-n-e-g,1230,1-0,Normal,120+0,Lion Defense: Lion's Jaw,1. d4 d6 2. f3 Nf6 3. e4 g6 4. h4 e5 5. g4 exd4 6. Qxd4 Nfd7 7. Qxh8 Nf6 8. g5 Nh5 9. Be2 c6 10. f4 Ng3 11. Rh2 Nxe4 12. Qxh7 Qa5+ 13. c3 Qc5 14. Nd2 Qxg1+ 15. Nf1 Ng3 16. Be3 Qxe3 17. Nxe3 Nxe2 18. Rxe2 Bg4 19. Nxg4+ Kd7 20. Qxf7+ Kc8 21. Qxf8+ Kc7 22. Qf7+ Kb6 23. Qxg6 Nd7 24. Qxd6 Rd8 25. Re7 Nc5 26. Qd4 Rxd4 27. cxd4 Nd3+ 28. Kd2 Nxb2 29. Kc2 Nc4 30. Rb1+ Ka6 31. Ne5 Ne3+ 32. Kd3 Nf5 33. Nxc6 Nxe7 34. Nxe7 b6 35. Nd5 Kb7 36. f5
Rated Bullet game,https://lichess.org/48ucy535,fil77,1403,3232323232,1500,0-1,Normal,120+0,Paleface Attack,1. d4 Nf6 2. f3 d5 3. h4 e6 4. g4 Bd7 5. g5 Nh5 6. e4 Nc6 7. e5 Qe7 8. f4 O-O-O 9. Qxh5 g6 10. Qd1 f6 11. Nf3 fxe5 12. fxe5 Bg7 13. Bf4 Rhf8 14. Qd2 Rf5 15. Bb5 Rdf8 16. Bd3 Rxf4 17. Rf1 Nxd4 18. Nxd4 Rxf1+ 19. Bxf1 Bxe5 20. Nc3 Bg3+ 21. Ke2 Rf2+ 22. Ke3 Rxd2 23. Kxd2 Qb4 24. Nf3 Qf4+ 25. Kd1 Qxf3+
Rated Bullet game,https://lichess.org/jrvzdrwj,fil77,1397,LooseR13,1597,0-1,Normal,120+0,Paleface Attack,1. d4 Nf6 2. f3 d6 3. h4 Nc6 4. g4 g6 5. g5 Nh5 6. e4 Bg7 7. c3 e5 8. d5 Ne7 9. Be2 a6 10. Be3 b5 11. f4 Nxf4 12. Bf1 Bb7 13. Ne2 Nxe2 14. Bxe2 Bc8 15. Bg4 Bxg4 16. Qxg4 Qc8 17. Qxc8+ Rxc8 18. Nd2 a5 19. O-O-O b4 20. c4 Ra8 21. Nb3 O-O 22. h5 a4 23. Nd2 a3 24. b3 c6 25. h6 Bh8 26. Nf3 cxd5 27. exd5 Nf5 28. Bf2 e4 29. Nd4 Nxd4 30. Bxd4 Bxd4 31. Rxd4 f5 32. gxf6 Rxf6 33. Rxe4 Rf2 34. Re6 Rd8 35. Rhe1 Rxa2 36. Re8+ Rxe8 37. Rxe8+ Kf7 38. Re6 Rh2 39. Kd1 a2 40. Kc1 a1=Q#
Rated Bullet game,https://lichess.org/8io2jr24,fil77,1391,nafa,1503,0-1,Time forfeit,60+1,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. h4 h6 4. g4 Nf6 5. g5 hxg5 6. Bxg5 Nh5 7. e4 f6 8. Be3 dxe4 9. fxe4 e5 10. Qxh5+ Rxh5 11. Be2 Rh8 12. Nd2 Nc6 13. O-O-O Nb4 14. Kb1 Qd7 15. c3 Na6 16. d5 Bc5 17. Bxc5 Nxc5 18. Ngf3 Na4 19. Nc4 Qb5 20. Nfd2 Bd7 21. Rdg1 O-O-O 22. Rxg7 Nb6 23. h5 Nxc4 24. h6 Nxd2+ 25. Kc2 Nxe4 26. h7 Qxe2+ 27. Kb3 Ng5 28. Rg8 Rhxg8 29. hxg8=Q Rxg8 30. Rg1 Qf2 31. Rh1 Bb5 32. Rh7 Nxh7 33. c4 Ba6 34. Kb4 b6 35. b3 Bb7 36. Kb5 Qxa2 37. Kb4 Qa6 38. Kc3 Qa2 39. Kb4 a5+ 40. Kc3 Qa3 41. Kc2 Qb4 42. Kb2 a4 43. Kc2 axb3+ 44. Kb2 Qxc4 45. Ka3 Bxd5 46. Kb2 Qe2+ 47. Ka3 b2 48. Kb4 b1=Q+
Rated Bullet game,https://lichess.org/sok762um,fil77,1383,13-1000,1728,1-0,Normal,120+0,Englund Gambit,1. d4 e5 2. f3 exd4 3. Qxd4 Nc6 4. Qd1 Qe7 5. c3 Nf6 6. e4 d6 7. Be3 Bd7 8. Bd3 a6 9. Nd2 O-O-O 10. Qc2 h6 11. Ne2 g5 12. b4 Rg8 13. a4 Kb8 14. b5 Ne5 15. bxa6 bxa6 16. Bxa6 Qe6 17. Qb3+ Ka8 18. Qb7#
Rated Bullet game,https://lichess.org/z433cvhm,fil77,1404,13-1000,1707,0-1,Time forfeit,120+0,Englund Gambit,1. d4 e5 2. f3 f6 3. dxe5 fxe5 4. e4 Qe7 5. c3 d6 6. Bd3 Nc6 7. Be3 Nf6 8. Nd2 g6 9. Ne2 Bg7 10. Qc2 Be6 11. f4 exf4 12. Bxf4 O-O 13. O-O-O Ne5 14. Bxe5 dxe5 15. Rdf1 c6 16. h4 Rad8 17. h5 Nxh5 18. Nf3 Nf4 19. Nxf4 Rxf4 20. Be2 Qc5 21. g3 Rf7 22. Ng5 Rf6 23. Nxh7 Rxf1+ 24. Bxf1 Rd7 25. Be2 a5 26. Ng5 Qe3+ 27. Kb1 Qxg5 28. Qc1 Qxc1+ 29. Kxc1 b5 30. g4 a4 31. g5 Bf8 32. a3 Be7 33. Rh6 Kg7 34. Rh1 Bxg5+ 35. Kb1 Bf4 36. Rg1 Rd6 37. Bh5 Bf7 38. Bf3 g5 39. Rh1 Rd2 40. Rf1 c5 41. Kc1 Rd6+
Rated Bullet game,https://lichess.org/oi2k3pty,fil77,1400,Grumms,1153,1-0,Time forfeit,120+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. h4 h5 4. g4 hxg4 5. fxg4 Bb4+ 6. c3 Bd6 7. Nf3 Bg3+ 8. Kd2 Bf4+ 9. Kc2 Nf6 10. Bxf4 Nxg4 11. Bh3 Nf2 12. Qf1 Nxh1 13. Qxh1 Nc6 14. Qg1 Rxh4 15. Bf1 Rxf4 16. Nbd2 g6 17. Ng5 Rxf1 18. Qxf1 Qxg5 19. Nf3 Qf5+ 20. Kb3 Na5+ 21. Ka3 e5 22. b4 Nc4+ 23. Kb3 Nd2+ 24. Nxd2 Qxf1 25. Rxf1 exd4 26. cxd4 Bd7 27. Nf3 O-O-O 28. Ne5 Be8 29. a4 c6 30. a5 b6 31. axb6 axb6 32. Ra1 Kc7 33. Ra7+ Kb8 34. Ra6 Kb7 35. Ra1 c5 36. dxc5 bxc5 37. bxc5 d4 38. Kc2
Rated Bullet game,https://lichess.org/b32f0f31,fil77,1405,Grumms,1147,0-1,Normal,120+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. c3 c5 4. e4 Nc6 5. Be3 dxe4 6. fxe4 cxd4 7. cxd4 Qh4+ 8. g3 Qxe4 9. Qf3 Bb4+ 10. Nc3 Qc2 11. Qd1 Qxb2 12. Rb1 Bxc3+ 13. Bd2 Bxd2+ 14. Qxd2 Qxb1+ 15. Qd1 Qe4+ 16. Be2 Qxh1 17. Kf1 e5 18. Bf3 Bh3+ 19. Ke2 Qxh2+ 20. Ke3 exd4+ 21. Kd3 Bf5+ 22. Kc4 Qxa2+ 23. Kc5 Qa3+ 24. Kd5 Nf6+ 25. Kc4 Qb4#
Rated Bullet game,https://lichess.org/ste66jmz,Grumms,1170,fil77,1385,0-1,Normal,120+0,Scandinavian Defense: Mieses-Kotroc Variation,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 c6 5. Nf3 f6 6. Bd3 e6 7. O-O c5 8. dxc5 Bxc5 9. Re1 Nc6 10. Bb5 Bd7 11. Bxc6 Bxc6 12. Rxe6+ Ne7 13. Qxd8+ Rxd8 14. Re1 O-O 15. Be3 Bd6 16. Bxa7 Bxf3 17. gxf3 Nf5 18. Ne4 Nh4 19. Nxd6 Nxf3+ 20. Kf1 Nxe1 21. Kxe1 Rxd6 22. Bc5 Re8+ 23. Kf1 Rd2 24. Rc1 Ree2 25. Re1 Rxe1+ 26. Kxe1 Rxc2 27. Ba3 Kf7 28. Kd1 Rxf2 29. Ke1 Rxh2
Rated Bullet game,https://lichess.org/s6jidets,fil77,1391,Grumms,1164,1-0,Normal,120+0,Queen's Pawn Game,1. d4 d5 2. f3 e6 3. e4 dxe4 4. fxe4 Bb4+ 5. c3 Be7 6. Be3 Bh4+ 7. g3 Bg5 8. Qd2 Bxe3 9. Qxe3 Nf6 10. Nf3 h6 11. e5 Nd5 12. Qc1 O-O 13. Bd3 Qf6 14. Nbd2 Ne3 15. Be2 Ng2+ 16. Kd1 Ne3+ 17. Ke1 g5 18. Nf1 Ng4 19. h3 Ne3 20. Qxe3 Nc6 21. h4 a5 22. hxg5 hxg5 23. exf6
Rated Bullet game,https://lichess.org/bel2w0ph,fil77,1396,khan,962,1-0,Time forfeit,120+0,Paleface Attack,1. d4 Nf6 2. f3 d5 3. h4 e6 4. g4 Bd6 5. g5 Nfd7 6. f4 f5 7. e3 g6 8. Nf3 h6 9. Ne5 Bxe5 10. dxe5 hxg5 11. fxg5 Nxe5 12. Be2 Nbc6 13. Nd2 Qe7 14. c3 Bd7 15. Nf3 Nxf3+ 16. Bxf3 O-O-O 17. Bd2 Qd6 18. Qc2 Qg3+ 19. Kf1 Qxf3+ 20. Kg1 Qg3+ 21. Kf1 Qf3+ 22. Kg1 Qg4+ 23. Kf1 Rxh4 24. Rg1 Qf3+ 25. Ke1 Rh1 26. Rxh1 Qxh1+ 27. Ke2 Qxa1 28. a3 Rh8 29. Bc1 Rh2+ 30. Kd3 Rxc2 31. Kxc2 Qa2 32. Kd2 Qc4 33. Kc2 Qe4+ 34. Kd2 Qg2+ 35. Kd3 Na5 36. Bd2 Qe4+ 37. Ke2
Rated Bullet game,https://lichess.org/g0vvx22t,fil77,1398,khan,958,1-0,Time forfeit,120+0,Paleface Attack,1. d4 Nf6 2. f3 d5 3. h4 Bf5 4. g4 Bd7 5. g5 Ng8 6. e4 f6 7. Bd3 fxg5 8. Bxg5 h6 9. Be3 Nf6 10. e5 Nh5 11. f4 g6 12. Be2 Ng3 13. Rh2 Nxe2 14. Nxe2 Bf5 15. Ng3 Qd7 16. Nxf5 Qxf5 17. Qd3 Qg4 18. Qe2 Qg1+ 19. Kd2 Qg3 20. Rg2 Qxh4 21. Rxg6 Nc6 22. Qg2 O-O-O 23. f5 Qh5 24. f6 exf6 25. exf6 Bd6 26. f7 Rdf8 27. Rf6 Nd8 28. Nc3 Rxf7 29. Raf1 Rxf6 30. Rxf6 Bb4 31. Qf2 Bxc3+ 32. Kxc3
